timestamp,hour,weekday,is_weekend,month,season_dry,season_rainy,season_harmattan,temperature,is_rain_day,holiday_type_national,holiday_type_religious,is_lockdown,load_kw
2020-01-01 00:00:00,0,2,0,1,False,False,True,25.2,0,1,0,0,36521.78538252808
2020-01-01 01:00:00,1,2,0,1,False,False,True,25.2,0,1,0,0,34934.339247072036
2020-01-01 02:00:00,2,2,0,1,False,False,True,25.2,0,1,0,0,36899.22134525173
2020-01-01 03:00:00,3,2,0,1,False,False,True,25.2,0,1,0,0,39087.574641020066
2020-01-01 04:00:00,4,2,0,1,False,False,True,25.2,0,1,0,0,34694.61656319166
2020-01-01 05:00:00,5,2,0,1,False,False,True,25.2,0,1,0,0,34694.65760762705
2020-01-01 06:00:00,6,2,0,1,False,False,True,36.4,0,1,0,0,58008.03203876848
2020-01-01 07:00:00,7,2,0,1,False,False,True,36.4,0,1,0,0,55978.58682288227
2020-01-01 08:00:00,8,2,0,1,False,False,True,36.4,0,1,0,0,52886.31403516262
2020-01-01 09:00:00,9,2,0,1,False,False,True,36.4,0,1,0,0,55416.40010896491
2020-01-01 10:00:00,10,2,0,1,False,False,True,36.4,0,1,0,0,52901.455767968844
2020-01-01 11:00:00,11,2,0,1,False,False,True,36.4,0,1,0,0,52895.67561607436
2020-01-01 12:00:00,12,2,0,1,False,False,True,36.4,0,1,0,0,70564.90567891508
2020-01-01 13:00:00,13,2,0,1,False,False,True,36.4,0,1,0,0,65176.7993883555
2020-01-01 14:00:00,14,2,0,1,False,False,True,36.4,0,1,0,0,65647.70541871742
2020-01-01 15:00:00,15,2,0,1,False,False,True,36.4,0,1,0,0,68554.28117689757
2020-01-01 16:00:00,16,2,0,1,False,False,True,36.4,0,1,0,0,67427.92219916394
2020-01-01 17:00:00,17,2,0,1,False,False,True,36.4,0,1,0,0,70745.61833148818
2020-01-01 18:00:00,18,2,0,1,False,False,True,36.4,0,1,0,0,80409.93981119698
2020-01-01 19:00:00,19,2,0,1,False,False,True,25.2,0,1,0,0,72909.24074666177
2020-01-01 20:00:00,20,2,0,1,False,False,True,25.2,0,1,0,0,80104.12192230388
2020-01-01 21:00:00,21,2,0,1,False,False,True,25.2,0,1,0,0,75875.55924878365
2020-01-01 22:00:00,22,2,0,1,False,False,True,25.2,0,1,0,0,44268.82051171981
2020-01-01 23:00:00,23,2,0,1,False,False,True,25.2,0,1,0,0,40538.12953446636
2020-01-02 00:00:00,0,3,0,1,False,False,True,25.2,0,0,0,0,57439.04318868704
2020-01-02 01:00:00,1,3,0,1,False,False,True,25.2,0,0,0,0,59077.306474274665
2020-01-02 02:00:00,2,3,0,1,False,False,True,25.2,0,0,0,0,55922.51605644424
2020-01-02 03:00:00,3,3,0,1,False,False,True,25.2,0,0,0,0,59739.24504586418
2020-01-02 04:00:00,4,3,0,1,False,False,True,25.2,0,0,0,0,57298.40327520299
2020-01-02 05:00:00,5,3,0,1,False,False,True,25.2,0,0,0,0,58070.76562551681
2020-01-02 06:00:00,6,3,0,1,False,False,True,36.4,0,0,0,0,88595.7334694265
2020-01-02 07:00:00,7,3,0,1,False,False,True,36.4,0,0,0,0,94730.69546127235
2020-01-02 08:00:00,8,3,0,1,False,False,True,36.4,0,0,0,0,90066.25693815516
2020-01-02 09:00:00,9,3,0,1,False,False,True,36.4,0,0,0,0,87455.72267761025
2020-01-02 10:00:00,10,3,0,1,False,False,True,36.4,0,0,0,0,92156.36228025798
2020-01-02 11:00:00,11,3,0,1,False,False,True,36.4,0,0,0,0,87047.89087507245
2020-01-02 12:00:00,12,3,0,1,False,False,True,36.4,0,0,0,0,117122.15898751191
2020-01-02 13:00:00,13,3,0,1,False,False,True,36.4,0,0,0,0,111700.82469030058
2020-01-02 14:00:00,14,3,0,1,False,False,True,36.4,0,0,0,0,113279.53487775393
2020-01-02 15:00:00,15,3,0,1,False,False,True,36.4,0,0,0,0,117092.15308967282
2020-01-02 16:00:00,16,3,0,1,False,False,True,36.4,0,0,0,0,118446.16644998854
2020-01-02 17:00:00,17,3,0,1,False,False,True,36.4,0,0,0,0,117028.42070297494
2020-01-02 18:00:00,18,3,0,1,False,False,True,36.4,0,0,0,0,137510.8792940294
2020-01-02 19:00:00,19,3,0,1,False,False,True,25.2,0,0,0,0,126647.24076102678
2020-01-02 20:00:00,20,3,0,1,False,False,True,25.2,0,0,0,0,123703.69502408143
2020-01-02 21:00:00,21,3,0,1,False,False,True,25.2,0,0,0,0,125600.38947901323
2020-01-02 22:00:00,22,3,0,1,False,False,True,25.2,0,0,0,0,72348.40307260053
2020-01-02 23:00:00,23,3,0,1,False,False,True,25.2,0,0,0,0,76142.80556554729
2020-01-03 00:00:00,0,4,0,1,False,False,True,25.2,0,0,0,0,59659.045723921154
2020-01-03 01:00:00,1,4,0,1,False,False,True,25.2,0,0,0,0,54392.399611593166
2020-01-03 02:00:00,2,4,0,1,False,False,True,25.2,0,0,0,0,59610.20992348699
2020-01-03 03:00:00,3,4,0,1,False,False,True,25.2,0,0,0,0,57837.29429895921
2020-01-03 04:00:00,4,4,0,1,False,False,True,25.2,0,0,0,0,57107.6949992351
2020-01-03 05:00:00,5,4,0,1,False,False,True,25.2,0,0,0,0,60329.19072210217
2020-01-03 06:00:00,6,4,0,1,False,False,True,36.4,0,0,0,0,92677.49880623988
2020-01-03 07:00:00,7,4,0,1,False,False,True,36.4,0,0,0,0,92428.20029779049
2020-01-03 08:00:00,8,4,0,1,False,False,True,36.4,0,0,0,0,88001.9561919434
2020-01-03 09:00:00,9,4,0,1,False,False,True,36.4,0,0,0,0,89326.96906037196
2020-01-03 10:00:00,10,4,0,1,False,False,True,36.4,0,0,0,0,90928.15857850891
2020-01-03 11:00:00,11,4,0,1,False,False,True,36.4,0,0,0,0,92538.8628178059
2020-01-03 12:00:00,12,4,0,1,False,False,True,36.4,0,0,0,0,115402.06440538679
2020-01-03 13:00:00,13,4,0,1,False,False,True,36.4,0,0,0,0,116135.85255834047
2020-01-03 14:00:00,14,4,0,1,False,False,True,36.4,0,0,0,0,113834.16256498494
2020-01-03 15:00:00,15,4,0,1,False,False,True,36.4,0,0,0,0,113609.48343979834
2020-01-03 16:00:00,16,4,0,1,False,False,True,36.4,0,0,0,0,118631.3145559855
2020-01-03 17:00:00,17,4,0,1,False,False,True,36.4,0,0,0,0,119990.60007142708
2020-01-03 18:00:00,18,4,0,1,False,False,True,36.4,0,0,0,0,137619.97469604918
2020-01-03 19:00:00,19,4,0,1,False,False,True,25.2,0,0,0,0,129908.83224473006
2020-01-03 20:00:00,20,4,0,1,False,False,True,25.2,0,0,0,0,128304.09006261909
2020-01-03 21:00:00,21,4,0,1,False,False,True,25.2,0,0,0,0,125787.20061348719
2020-01-03 22:00:00,22,4,0,1,False,False,True,25.2,0,0,0,0,74403.48901377103
2020-01-03 23:00:00,23,4,0,1,False,False,True,25.2,0,0,0,0,77345.09141616493
2020-01-04 00:00:00,0,5,1,1,False,False,True,25.2,0,0,0,0,49890.43490222512
2020-01-04 01:00:00,1,5,1,1,False,False,True,25.2,0,0,0,0,53891.609139535016
2020-01-04 02:00:00,2,5,1,1,False,False,True,25.2,0,0,0,0,43430.63723977564
2020-01-04 03:00:00,3,5,1,1,False,False,True,25.2,0,0,0,0,52034.75626093806
2020-01-04 04:00:00,4,5,1,1,False,False,True,25.2,0,0,0,0,50197.61767059543
2020-01-04 05:00:00,5,5,1,1,False,False,True,25.2,0,0,0,0,49232.48162383533
2020-01-04 06:00:00,6,5,1,1,False,False,True,36.4,0,0,0,0,76814.40194133876
2020-01-04 07:00:00,7,5,1,1,False,False,True,36.4,0,0,0,0,71616.07771349777
2020-01-04 08:00:00,8,5,1,1,False,False,True,36.4,0,0,0,0,76035.82028040622
2020-01-04 09:00:00,9,5,1,1,False,False,True,36.4,0,0,0,0,77477.78142877936
2020-01-04 10:00:00,10,5,1,1,False,False,True,36.4,0,0,0,0,80279.73511185379
2020-01-04 11:00:00,11,5,1,1,False,False,True,36.4,0,0,0,0,75289.32445431588
2020-01-04 12:00:00,12,5,1,1,False,False,True,36.4,0,0,0,0,97088.76599276705
2020-01-04 13:00:00,13,5,1,1,False,False,True,36.4,0,0,0,0,97855.60739103868
2020-01-04 14:00:00,14,5,1,1,False,False,True,36.4,0,0,0,0,101398.5052942552
2020-01-04 15:00:00,15,5,1,1,False,False,True,36.4,0,0,0,0,99931.87777414922
2020-01-04 16:00:00,16,5,1,1,False,False,True,36.4,0,0,0,0,97785.59949058242
2020-01-04 17:00:00,17,5,1,1,False,False,True,36.4,0,0,0,0,100393.1685827834
2020-01-04 18:00:00,18,5,1,1,False,False,True,36.4,0,0,0,0,117372.6938733701
2020-01-04 19:00:00,19,5,1,1,False,False,True,25.2,0,0,0,0,110711.61247633223
2020-01-04 20:00:00,20,5,1,1,False,False,True,25.2,0,0,0,0,106534.86726530662
2020-01-04 21:00:00,21,5,1,1,False,False,True,25.2,0,0,0,0,107470.84463350558
2020-01-04 22:00:00,22,5,1,1,False,False,True,25.2,0,0,0,0,61494.72961716961
2020-01-04 23:00:00,23,5,1,1,False,False,True,25.2,0,0,0,0,58816.2126296697
2020-01-05 00:00:00,0,6,1,1,False,False,True,25.2,0,0,0,0,50720.30069266144
2020-01-05 01:00:00,1,6,1,1,False,False,True,25.2,0,0,0,0,50632.63818044972
2020-01-05 02:00:00,2,6,1,1,False,False,True,25.2,0,0,0,0,49992.783641606155
2020-01-05 03:00:00,3,6,1,1,False,False,True,25.2,0,0,0,0,49393.53216656213
2020-01-05 04:00:00,4,6,1,1,False,False,True,25.2,0,0,0,0,46441.57314487397
2020-01-05 05:00:00,5,6,1,1,False,False,True,25.2,0,0,0,0,48928.386693086606
2020-01-05 06:00:00,6,6,1,1,False,False,True,36.4,0,0,0,0,75728.21370868308
2020-01-05 07:00:00,7,6,1,1,False,False,True,36.4,0,0,0,0,74579.30682694595
2020-01-05 08:00:00,8,6,1,1,False,False,True,36.4,0,0,0,0,76181.78572083497
2020-01-05 09:00:00,9,6,1,1,False,False,True,36.4,0,0,0,0,77595.12714203635
2020-01-05 10:00:00,10,6,1,1,False,False,True,36.4,0,0,0,0,81300.46475302633
2020-01-05 11:00:00,11,6,1,1,False,False,True,36.4,0,0,0,0,77021.4445320796
2020-01-05 12:00:00,12,6,1,1,False,False,True,36.4,0,0,0,0,99753.87597680693
2020-01-05 13:00:00,13,6,1,1,False,False,True,36.4,0,0,0,0,98923.8852105846
2020-01-05 14:00:00,14,6,1,1,False,False,True,36.4,0,0,0,0,94313.07196175242
2020-01-05 15:00:00,15,6,1,1,False,False,True,36.4,0,0,0,0,99043.71531137697
2020-01-05 16:00:00,16,6,1,1,False,False,True,36.4,0,0,0,0,99260.57552485258
2020-01-05 17:00:00,17,6,1,1,False,False,True,36.4,0,0,0,0,105268.10528121323
2020-01-05 18:00:00,18,6,1,1,False,False,True,36.4,0,0,0,0,116649.0975880472
2020-01-05 19:00:00,19,6,1,1,False,False,True,25.2,0,0,0,0,109043.86835583403
2020-01-05 20:00:00,20,6,1,1,False,False,True,25.2,0,0,0,0,108203.2205757369
2020-01-05 21:00:00,21,6,1,1,False,False,True,25.2,0,0,0,0,105368.30490595117
2020-01-05 22:00:00,22,6,1,1,False,False,True,25.2,0,0,0,0,65332.05703628755
2020-01-05 23:00:00,23,6,1,1,False,False,True,25.2,0,0,0,0,64354.83258171694
2020-01-06 00:00:00,0,0,0,1,False,False,True,25.2,0,0,0,0,60777.579867607616
2020-01-06 01:00:00,1,0,0,1,False,False,True,25.2,0,0,0,0,56526.53136301315
2020-01-06 02:00:00,2,0,0,1,False,False,True,25.2,0,0,0,0,62306.98577734025
2020-01-06 03:00:00,3,0,0,1,False,False,True,25.2,0,0,0,0,55295.3723430193
2020-01-06 04:00:00,4,0,0,1,False,False,True,25.2,0,0,0,0,60267.142734500674
2020-01-06 05:00:00,5,0,0,1,False,False,True,25.2,0,0,0,0,64276.13906452495
2020-01-06 06:00:00,6,0,0,1,False,False,True,36.4,0,0,0,0,87623.65918717328
2020-01-06 07:00:00,7,0,0,1,False,False,True,36.4,0,0,0,0,88684.25567599307
2020-01-06 08:00:00,8,0,0,1,False,False,True,36.4,0,0,0,0,90349.1284127191
2020-01-06 09:00:00,9,0,0,1,False,False,True,36.4,0,0,0,0,88841.3108647095
2020-01-06 10:00:00,10,0,0,1,False,False,True,36.4,0,0,0,0,86223.34142233466
2020-01-06 11:00:00,11,0,0,1,False,False,True,36.4,0,0,0,0,90271.40743701506
2020-01-06 12:00:00,12,0,0,1,False,False,True,36.4,0,0,0,0,113944.24071568475
2020-01-06 13:00:00,13,0,0,1,False,False,True,36.4,0,0,0,0,117783.98107658797
2020-01-06 14:00:00,14,0,0,1,False,False,True,36.4,0,0,0,0,114301.43941441551
2020-01-06 15:00:00,15,0,0,1,False,False,True,36.4,0,0,0,0,120474.83601254386
2020-01-06 16:00:00,16,0,0,1,False,False,True,36.4,0,0,0,0,114641.86676915942
2020-01-06 17:00:00,17,0,0,1,False,False,True,36.4,0,0,0,0,115794.84620948583
2020-01-06 18:00:00,18,0,0,1,False,False,True,36.4,0,0,0,0,139833.79304342417
2020-01-06 19:00:00,19,0,0,1,False,False,True,25.2,0,0,0,0,124322.83920891512
2020-01-06 20:00:00,20,0,0,1,False,False,True,25.2,0,0,0,0,127968.64983651032
2020-01-06 21:00:00,21,0,0,1,False,False,True,25.2,0,0,0,0,130667.85688570607
2020-01-06 22:00:00,22,0,0,1,False,False,True,25.2,0,0,0,0,69481.29191359693
2020-01-06 23:00:00,23,0,0,1,False,False,True,25.2,0,0,0,0,73961.58464633075
2020-01-07 00:00:00,0,1,0,1,False,False,True,25.2,0,0,0,0,59449.70698562106
2020-01-07 01:00:00,1,1,0,1,False,False,True,25.2,0,0,0,0,60754.557179443276
2020-01-07 02:00:00,2,1,0,1,False,False,True,25.2,0,0,0,0,55707.623222804796
2020-01-07 03:00:00,3,1,0,1,False,False,True,25.2,0,0,0,0,55498.85846728931
2020-01-07 04:00:00,4,1,0,1,False,False,True,25.2,0,0,0,0,60104.85391404224
2020-01-07 05:00:00,5,1,0,1,False,False,True,25.2,0,0,0,0,59542.46168308296
2020-01-07 06:00:00,6,1,0,1,False,False,True,36.4,0,0,0,0,90726.23212586468
2020-01-07 07:00:00,7,1,0,1,False,False,True,36.4,0,0,0,0,90966.12052374244
